run_id	metric	predicted_value	predicted_direction	confidence	metric_value	signal	memory_gb	runtime_s	status	description
scoc32-local-scoc-holdout-compliant_zero_overhead-seed777-scoc_anchor4	normalized	23.28	match-baseline	low	23.279999999999998	confirm	0.5	3.6327154636383057	exploratory	held-out matrix scenario=compliant_zero_overhead seed=777 tag=scoc_anchor4 findings=24 structure=scoc_chain normalized=23.279999999999998 (matched run14 payload)
scoc32-local-scoc-holdout-compliant_zero_overhead-seed2026-scoc_anchor4	normalized	23.28	match-baseline	low	23.279999999999998	confirm	0.5	3.086792230606079	exploratory	held-out matrix scenario=compliant_zero_overhead seed=2026 tag=scoc_anchor4 findings=24 structure=multi_message normalized=23.279999999999998 (matched run14 payload)
scoc32-local-scoc-holdout-context_limited_8-seed42-scoc_anchor4	normalized	2.16	match-baseline	low	2.160000000000000	confirm	0.5	2.886575222015381	exploratory	held-out matrix scenario=context_limited_8 seed=42 tag=scoc_anchor4 findings=24 structure=single_post normalized=2.160000000000 (matched run14 payload)
scoc32-local-scoc-holdout-context_limited_8-seed777-scoc_anchor4	normalized	2.16	match-baseline	low	2.160000000000000	confirm	0.5	2.8740270137786865	exploratory	held-out matrix scenario=context_limited_8 seed=777 tag=scoc_anchor4 findings=24 structure=single_post normalized=2.160000000000 (matched run14 payload)
scoc32-local-scoc-holdout-context_limited_8-seed2026-scoc_anchor4	normalized	2.16	match-baseline	low	2.160000000000000	confirm	0.5	2.858882188796997	exploratory	held-out matrix scenario=context_limited_8 seed=2026 tag=scoc_anchor4 findings=24 structure=single_post normalized=2.160000000000 (matched run14 payload)
scoc32-local-scoc-holdout-compliant_zero_overhead-seed42-scoc_anchor8	normalized	23.28	match-baseline	low	23.279999999999998	confirm	0.5	2.9314615726470947	exploratory	held-out matrix scenario=compliant_zero_overhead seed=42 tag=scoc_anchor8 findings=24 structure=multi_message normalized=23.279999999999998
scoc32-local-scoc-holdout-compliant_zero_overhead-seed777-scoc_anchor8	normalized	23.28	match-baseline	low	23.279999999999998	confirm	0.5	3.123953104019165	exploratory	held-out matrix scenario=compliant_zero_overhead seed=777 tag=scoc_anchor8 findings=24 structure=scoc_chain normalized=23.279999999999998
scoc32-local-scoc-holdout-compliant_zero_overhead-seed2026-scoc_anchor8	normalized	23.28	match-baseline	low	23.279999999999998	confirm	0.5	2.9543571472167969	exploratory	held-out matrix scenario=compliant_zero_overhead seed=2026 tag=scoc_anchor8 findings=24 structure=multi_message normalized=23.279999999999998
scoc32-local-scoc-holdout-context_limited_8-seed42-scoc_anchor8	normalized	2.16	match-baseline	low	2.16	confirm	0.5	2.7492594718933105	exploratory	held-out matrix scenario=context_limited_8 seed=42 tag=scoc_anchor8 findings=24 structure=single_post normalized=2.16
scoc32-local-scoc-holdout-context_limited_8-seed777-scoc_anchor8	normalized	2.16	match-baseline	low	2.16	confirm	0.5	2.7786052227020264	exploratory	held-out matrix scenario=context_limited_8 seed=777 tag=scoc_anchor8 findings=24 structure=single_post normalized=2.16
scoc32-local-scoc-holdout-context_limited_8-seed2026-scoc_anchor8	normalized	2.16	match-baseline	low	2.16	confirm	0.5	2.7985305786132812	exploratory	held-out matrix scenario=context_limited_8 seed=2026 tag=scoc_anchor8 findings=24 structure=single_post normalized=2.16
scoc32-local-scoc-holdout-compliant_zero_overhead-seed42-scoc_default_max48	normalized	23.280000000000	match-baseline	low	46.559999999999995	partial	0.5	6.013135194778442	exploratory	held-out matrix scenario=compliant_zero_overhead seed=42 tag=scoc_default_max48 max_candidates=48 findings=48 structure=multi_message normalized=46.559999999999995
scoc32-local-scoc-holdout-compliant_zero_overhead-seed777-scoc_default_max48	normalized	23.280000000000	match-baseline	low	46.559999999999995	partial	0.5	5.738639831542969	exploratory	held-out matrix scenario=compliant_zero_overhead seed=777 tag=scoc_default_max48 max_candidates=48 findings=48 structure=scoc_chain normalized=46.559999999999995
scoc32-local-scoc-holdout-compliant_zero_overhead-seed2026-scoc_default_max48	normalized	23.280000000000	match-baseline	low	46.559999999999995	partial	0.5	5.642230749130249	exploratory	held-out matrix scenario=compliant_zero_overhead seed=2026 tag=scoc_default_max48 max_candidates=48 findings=48 structure=multi_message normalized=46.559999999999995
scoc32-local-scoc-holdout-context_limited_8-seed42-scoc_default_max48	normalized	2.160000000000	match-baseline	low	4.32	partial	0.5	5.500126600265503	exploratory	held-out matrix scenario=context_limited_8 seed=42 tag=scoc_default_max48 max_candidates=48 findings=48 structure=single_post normalized=4.32
scoc32-local-scoc-holdout-context_limited_8-seed777-scoc_default_max48	normalized	2.160000000000	match-baseline	low	4.32	partial	0.5	5.458280563354492	exploratory	held-out matrix scenario=context_limited_8 seed=777 tag=scoc_default_max48 max_candidates=48 findings=48 structure=single_post normalized=4.32
scoc32-local-scoc-holdout-context_limited_8-seed2026-scoc_default_max48	normalized	2.160000000000	match-baseline	low	4.32	partial	0.5	5.304844856262207	exploratory	held-out matrix scenario=context_limited_8 seed=2026 tag=scoc_default_max48 max_candidates=48 findings=48 structure=single_post normalized=4.32
scoc32-local-scoc-holdout-compliant_zero_overhead-seed42-scoc_m32	normalized	23.28	match-baseline	low	31.040000000000003	partial	0.5	3.7789011001586914	exploratory	held-out matrix scenario=compliant_zero_overhead seed=42 tag=scoc_m32 findings=32 structure=scoc_chain normalized=31.040000000000003
scoc32-local-scoc-holdout-compliant_zero_overhead-seed42-scoc_m64	normalized	23.28	match-baseline	low	62.080000000000005	partial	0.5	7.417880296707153	exploratory	held-out matrix scenario=compliant_zero_overhead seed=42 tag=scoc_m64 findings=64 structure=multi_message normalized=62.080000000000005
scoc32-local-scoc-holdout-compliant_zero_overhead-seed777-scoc_m32	normalized	23.28	match-baseline	low	31.040000000000003	partial	0.5	3.897178888320923	exploratory	held-out matrix scenario=compliant_zero_overhead seed=777 tag=scoc_m32 findings=32 structure=multi_message normalized=31.040000000000003
scoc32-local-scoc-holdout-compliant_zero_overhead-seed777-scoc_m64	normalized	23.28	match-baseline	low	62.080000000000005	partial	0.5	7.40869927406311	exploratory	held-out matrix scenario=compliant_zero_overhead seed=777 tag=scoc_m64 findings=64 structure=multi_message normalized=62.080000000000005
scoc32-local-scoc-holdout-compliant_zero_overhead-seed2026-scoc_m32	normalized	23.28	match-baseline	low	31.040000000000003	partial	0.5	3.6853108406066895	exploratory	held-out matrix scenario=compliant_zero_overhead seed=2026 tag=scoc_m32 findings=32 structure=multi_message normalized=31.040000000000003
scoc32-local-scoc-holdout-compliant_zero_overhead-seed2026-scoc_m64	normalized	23.28	match-baseline	low	62.080000000000005	partial	0.5	7.511254072189331	exploratory	held-out matrix scenario=compliant_zero_overhead seed=2026 tag=scoc_m64 findings=64 structure=multi_message normalized=62.080000000000005
scoc32-local-scoc-holdout-context_limited_8-seed42-scoc_m32	normalized	2.16	match-baseline	low	2.8800000000000003	partial	0.5	3.5525918006896973	exploratory	held-out matrix scenario=context_limited_8 seed=42 tag=scoc_m32 findings=32 structure=single_post normalized=2.8800000000000003
scoc32-local-scoc-holdout-context_limited_8-seed42-scoc_m64	normalized	2.16	match-baseline	low	5.760000000000001	partial	0.5	7.030132532119751	exploratory	held-out matrix scenario=context_limited_8 seed=42 tag=scoc_m64 findings=64 structure=single_post normalized=5.760000000000001
scoc32-local-scoc-holdout-context_limited_8-seed777-scoc_m32	normalized	2.16	match-baseline	low	2.8800000000000003	partial	0.5	3.5880746841430664	exploratory	held-out matrix scenario=context_limited_8 seed=777 tag=scoc_m32 findings=32 structure=single_post normalized=2.8800000000000003
scoc32-local-scoc-holdout-context_limited_8-seed777-scoc_m64	normalized	2.16	match-baseline	low	5.760000000000001	partial	0.5	7.00252890586853	exploratory	held-out matrix scenario=context_limited_8 seed=777 tag=scoc_m64 findings=64 structure=single_post normalized=5.760000000000001
scoc32-local-scoc-holdout-context_limited_8-seed2026-scoc_m32	normalized	2.16	match-baseline	low	2.8800000000000003	partial	0.5	3.7132761478424072	exploratory	held-out matrix scenario=context_limited_8 seed=2026 tag=scoc_m32 findings=32 structure=single_post normalized=2.8800000000000003
scoc32-local-scoc-holdout-context_limited_8-seed2026-scoc_m64	normalized	2.16	match-baseline	low	5.760000000000001	partial	0.5	7.01961088180542	exploratory	held-out matrix scenario=context_limited_8 seed=2026 tag=scoc_m64 findings=64 structure=single_post normalized=5.760000000000001
dber-profile-generation-limited	oracle_salvage_raw	18	beat-baseline	medium	NA	null	NA	0.5	crash	run01 never entered first regime because time_budget_s=1.30 cannot clear incumbent slowest=1.0 safety sentinel
dber-profile-replay-fragmented	oracle_salvage_raw	18	beat-baseline	medium	NA	null	NA	0.5	crash	run01 not reached after generation_limited harness-timescale crash
dber-profile-candidate-limited	oracle_salvage_raw	0	match-baseline	high	NA	null	NA	0.5	crash	run01 not reached after generation_limited harness-timescale crash
dber-profile-v2-generation-limited	oracle_salvage_raw	18	beat-baseline	medium	NA	null	NA	1.2	crash	run02 executed partial probes but never entered fill because permanent one-second slowest sentinel preserves a 1.3-second reserve; emergency fallback lacked trace rows
dber-profile-v2-replay-fragmented	oracle_salvage_raw	18	beat-baseline	medium	NA	null	NA	1.2	crash	run02 not reached after generation-limited harness-timescale crash
dber-profile-v2-candidate-limited	oracle_salvage_raw	0	match-baseline	high	NA	null	NA	1.2	crash	run02 not reached after generation-limited harness-timescale crash
dber-profile-v3-generation-limited	oracle_salvage_raw	18	beat-baseline	medium	468	confirm	0.5	2.6584682350512594	exploratory	run03 controlled profile: generation binding matched; 26 discarded successful probes fit for 468 raw, 55.319148936170215 percent oracle gain
dber-profile-v3-replay-fragmented	oracle_salvage_raw	18	beat-baseline	medium	0	disconfirm	0.5	1.1276497999206185	exploratory	run03 controlled profile: replay binding matched but 0.0196109512232244-second residual fit no probe; bank-all overflow 0.948190746794641 seconds
dber-profile-v3-candidate-limited	oracle_salvage_raw	0	match-baseline	high	0	confirm	0.5	1.0524469099473208	exploratory	run03 controlled profile: candidate binding matched and zero candidate headroom forbade salvage
dber-factorial-G-seed41	headroom_only_gain_raw	18	beat-baseline	medium	468	disconfirm	0.5	NA	invalid	round13 run04: score gain confirmed but headroom/gated full replay 7.852209s exceeded 5.94s safe and 6.0s hard caps
dber-factorial-G-seed42	headroom_only_gain_raw	18	beat-baseline	medium	432	disconfirm	0.5	NA	invalid	round13 run04: score gain confirmed but headroom/gated full replay 7.473727s exceeded 5.94s safe and 6.0s hard caps
dber-factorial-G-seed43	headroom_only_gain_raw	18	beat-baseline	medium	468	disconfirm	0.5	NA	invalid	round13 run04: score gain confirmed but headroom/gated full replay 8.006804s exceeded 5.94s safe and 6.0s hard caps
dber-factorial-R0-seed41	headroom_only_gain_raw	0	match-baseline	high	0	disconfirm	0.5	NA	invalid	round13 run04: bounded policies were no-op but incumbent full replay 0.554643s already exceeded 0.1782s safe and 0.18s hard caps
dber-factorial-R0-seed42	headroom_only_gain_raw	0	match-baseline	high	0	disconfirm	0.5	NA	invalid	round13 run04: bounded policies were no-op but incumbent full replay 0.413676s already exceeded 0.1782s safe and 0.18s hard caps
dber-factorial-R0-seed43	headroom_only_gain_raw	0	match-baseline	high	0	disconfirm	0.5	NA	invalid	round13 run04: bounded policies were no-op but incumbent full replay 0.556822s already exceeded 0.1782s safe and 0.18s hard caps
dber-factorial-R1-seed41	headroom_only_gain_raw	18	beat-baseline	medium	18	disconfirm	0.5	NA	invalid	round13 run04: distinguishing gain occurred but incumbent/headroom full replay 0.279238/0.371578s exceeded 0.18s hard cap
dber-factorial-R1-seed42	headroom_only_gain_raw	18	beat-baseline	medium	0	disconfirm	0.5	NA	invalid	round13 run04: no residual admission and incumbent full replay 0.296179s exceeded 0.18s hard cap
dber-factorial-R1-seed43	headroom_only_gain_raw	18	beat-baseline	medium	0	disconfirm	0.5	NA	invalid	round13 run04: no residual admission and incumbent full replay 0.439552s exceeded 0.18s hard cap
dber-factorial-K-seed41	headroom_only_gain_raw	0	match-baseline	high	0	confirm	0.5	NA	exploratory	round13 run04: candidate cap direct stop and exact no-op across all four policies; actual replay 0.339907s within 5.94s safe cap
dber-factorial-K-seed42	headroom_only_gain_raw	0	match-baseline	high	0	confirm	0.5	NA	exploratory	round13 run04: candidate cap direct stop and exact no-op across all four policies; actual replay 0.328221s within 5.94s safe cap
dber-factorial-K-seed43	headroom_only_gain_raw	0	match-baseline	high	0	confirm	0.5	NA	exploratory	round13 run04: candidate cap direct stop and exact no-op across all four policies; actual replay 0.346350s within 5.94s safe cap
lb-stagea-fixed1950	public_score	87.750	beat-incumbent	medium	NA	NA	NA	NA	preregistered	Stage A minimal three-arm fixed-count single-post kernel; no per-candidate verification; fixed N=1950; first target measurement pending
lb-stageb-sm2call-rc500	public_score	81.225	beat-incumbent	medium	65.320	partial	NA	NA	discard	Stage B v33 single-message two-call rc500 completed; score regressed vs incumbent but measured 0.130640 per candidate and 1.451555555556x single-post density
lb-stageb-sm2call-rc650	public_score	84.916	beat-incumbent	low	NA	disconfirm	NA	NA	discard	Stage B v34 guarded single-message two-call rc650 completed with blank public/private score despite schema-valid commit artifact; treat as hidden rerun/runtime/replay-boundary failure
lb-public-control-validation-fill-gpu	public_score	88.5-89.2	near-public-single-post-parity	medium	86.670	partial	NA	NA	keep	Public-control single-post validation-fill v35 completed with visible score below expected public parity but above the 81.225 incumbent; retained as live fallback floor
lb-stageb-four-endpoint-rc320	public_score	105.600	beat-v35-floor	low	NA	disconfirm	NA	NA	crash	Stage B v36 exact single-message four-endpoint density completed with blank public/private score despite clean commit-run schema/source; blind dense rc320 is treated as hidden rerun/runtime/replay-boundary failure
lb-stageb-measured-density-fill	public_score	100.000	beat-v35-floor	low	84.735	disconfirm	NA	NA	discard	V37 measured dense replacement ref 55189377 completed visibly but regressed below v35 floor 86.670 by 1.935 points; failure under report 254 bins
poc-measured-dense-replacement	poc_gate_pass	1	match-baseline	high	1	confirm	NA	4.170895	keep	Local PoC passed: positive dense retained 96 with min events 4, no-fire retained zero dense with one-url fallback, capped-unmeasured comparator retained 96, and score-rate-stop ablation changed admission
local-measured-dense-impl-gate	poc_gate_pass	1	match-baseline	high	1	confirm	NA	3.856135	keep	Local implementation gate passed after T123 hardening: measured dense prefix 96 with min events 4, no-fire dense zero with one-url fallback, disabled path five one-url fallback candidates, serialization and notebook wrapper invariants pass
lb-stagec-burst2-validation-fill	public_score	100.000	beat-v35-floor	medium	NA	NA	NA	NA	preregistered	Iteration 11 Burst-2 Validation Fill: replace single-post candidate message with K=2 bundled http.post requests inside restored v35 validation-fill/replay-safe loop; success >=100, failure blank/error or <86.670
local-burst2-mechanics	burst2_gate_pass	1	match-baseline	high	1	confirm	NA	0.000352	keep	Local Phase-3 mechanics gate passed for Burst-2 Validation Fill: K1 byte-equivalent, K2 has two URLs/two http.post mentions, fake-live two-event count 2, no dense or slow-multipost markers
lb-l2-firing-rate-commentary-prefill	public_score	86.670	beat-v35-floor	medium	56.475	disconfirm	NA	NA	discard	V39 refuted: gpt_oss FRAME_TEMPLATE commentary/to=functions prefill scored 56.475 (new low, <<86.670 floor) after ~21h runtime; only FRAME_TEMPLATE changed so drop is fully attributable; commentary prefill invites multi-hop runaway -> higher per-candidate cost -> fewer returned findings -> lower count-driven score; reverted to v35 floor; ref 55229371
lb-e1-verbose-frame-single-post	public_score	86.670	beat-v35-floor	medium	62.280	disconfirm	NA	NA	discard	E1 refuted: FRAME_TEMPLATE=TEMPLATE (verbose on slow rows) scored 62.280, ~24 below v35 floor; the bare harmony analysis-channel frame is ESSENTIAL to the gpt_oss row, not a weakness; public-audit 'verbose beats bare' does not apply to the gpt_oss harmony frame on this grader; reverted to v35; ref 55265683
lb-e2-r1-replay-safe-frac-098	public_score	88.000	beat-v35-floor	low	87.255	confirm	NA	NA	keep	E2 R1 ADVANCE: REPLAY_SAFE_FRAC 0.98 scored 87.255 (+0.585 over v35 floor, > advance thresh 87.17); first improvement over v35; count-race lever confirmed, fill headroom exists; new best; climb to R2 0.985; v42 ref 55320487
lb-e2-r2-replay-safe-frac-0985	public_score	87.800	beat-r1	low	85.320	disconfirm	NA	NA	discard	E2 R2 REGRESSION: REPLAY_SAFE_FRAC 0.985 scored 85.320 (-1.935 vs R1 87.255, below v35 floor too); fill headroom exhausted, sharp dropoff after 0.98 (0.97=86.67,0.98=87.26,0.985=85.32); ladder PEAKED at 0.98; reverted to 0.98; v43 ref 55338381
lb-multipost-k8-both-rows	public_score	150.000	beat-best-87255	medium	NA	NA	NA	NA	preregistered	v44 K=8 sequential multi-post over hops both rows (harmony gpt_oss/plain gemma) on frac-0.98 validation-fill; R(K)=16K+2=130/cand validated offline (gpt_oss 8/8 harmony, gemma 8/8); net value hinges on CPU fixed-overhead f>0.125h; replay-safe sizing self-protects; success >87.255 big-success >100 failure blank or <87.255; v44 ref pending
